Date,N_ary,Binary_Spoke-expanded,Interactions,True_Binary
2010-05-17,9182,191486,127063,117881
2010-05-18,9183,191493,127069,117886
2010-05-19,9186,191505,127072,117886
2010-05-20,9187,191514,127079,117892
2010-05-21,9188,191517,127081,117893
2010-05-24,9203,191568,127109,117906
2010-05-25,9210,191646,127145,117935
2010-05-26,9212,191683,127180,117968
2010-05-27,9215,191699,127188,117973
2010-05-28,9215,192659,128148,118933
2010-06-01,9217,192668,128155,118938
2010-06-02,9219,192797,128250,119031
2010-06-03,9221,193040,128257,119036
2010-06-07,9227,193149,128271,119044
2010-06-08,9231,193219,128278,119047
2010-06-09,9232,193283,128279,119047
2010-06-10,9232,193291,128287,119055
2010-06-14,9233,193329,128291,119058
2010-06-15,9237,193351,128309,119072
2010-06-16,9242,193487,128322,119080
2010-06-17,9245,198029,132784,123539
2010-06-18,9248,202103,136848,127600
2010-06-21,9255,202492,136860,127605
2010-06-22,9255,202504,136872,127617
2010-06-23,9255,202509,136877,127622
2010-06-25,9259,202520,136884,127625
2010-06-28,9262,202906,136887,127625
2010-07-05,9262,202907,136888,127626
2010-07-06,9377,206352,137009,127632
2010-07-07,9379,206364,137016,127637
2010-07-12,9379,206365,137017,127638
2010-07-14,9390,207159,137028,127638
2010-07-15,9392,207186,137050,127658
2010-07-16,9396,207208,137068,127672
2010-07-19,9398,207246,137091,127693
2010-07-20,9574,207716,137348,127774
2010-07-21,9576,207728,137358,127782
2010-07-22,9576,207735,137365,127789
2010-07-23,9577,207756,137367,127790
2010-07-26,9579,207769,137378,127799
2010-07-27,9584,207792,137389,127805
2010-07-28,9590,207814,137402,127812
2010-07-29,9592,207824,137410,127818
2010-07-30,9594,208012,137431,127837
2010-08-02,9594,208026,137445,127851
2010-08-03,9599,208079,137455,127856
2010-08-05,9599,208086,137462,127863
2010-08-06,9600,208097,137471,127871
2010-08-09,9610,208248,137517,127907
2010-08-10,9610,208256,137525,127915
2010-08-11,9611,208265,137532,127921
2010-08-12,9612,208370,137537,127925
2010-08-13,9617,208400,137544,127927
2010-08-16,9618,208409,137546,127928
2010-08-17,9618,208416,137553,127935
2010-08-18,9620,208434,137569,127949
2010-08-19,9620,208436,137571,127951
2010-08-23,9624,208458,137577,127953
2010-08-24,9624,208472,137591,127967
2010-08-25,9624,208476,137595,127971
2010-08-26,9625,208484,137602,127977
2010-08-27,9625,208501,137619,127994
2010-08-30,9625,208507,137625,128000
2010-08-31,9626,208516,137632,128006
2010-09-01,9632,208557,137658,128026
2010-09-02,9635,208576,137673,128038
2010-09-03,9641,208619,137689,128048
2010-09-06,9642,208631,137700,128058
2010-09-07,9662,209475,138439,128777
2010-09-08,9664,209547,138509,128845
2010-09-09,9668,209570,138528,128860
2010-09-10,9679,209658,138546,128867
2010-09-13,9681,209735,138551,128870
2010-09-14,9681,209756,138572,128891
2010-09-15,9683,209773,138587,128904
2010-09-16,9694,209821,138602,128908
2010-09-17,9694,209828,138609,128915
2010-09-19,9694,209830,138611,128917
2010-09-20,9694,209833,138614,128920
2010-09-21,9695,209838,138618,128923
2010-09-22,9696,209847,138623,128927
2010-09-23,9697,209857,138632,128935
2010-09-24,9698,209866,138640,128942
2010-09-27,9698,209868,138642,128944
2010-09-29,9699,209874,138647,128948
2010-09-30,9700,209882,138653,128953
2010-10-01,9700,209886,138657,128957
2010-10-04,9708,209922,138676,128968
2010-10-05,9713,209959,138688,128975
2010-10-06,9715,210069,138691,128976
2010-10-07,9715,210081,138703,128988
2010-10-12,9719,210305,138745,129026
2010-10-13,9723,210321,138755,129032
2010-10-14,9723,210326,138760,129037
2010-10-15,9728,210353,138776,129048
2010-10-18,9735,210394,138805,129070
2010-10-19,9739,210609,139015,129276
2010-10-20,9739,210613,139019,129280
2010-10-21,9740,210619,139023,129283
2010-10-25,9741,210621,139024,129283
2010-10-26,9748,210640,139036,129288
2010-10-27,9749,210700,139094,129345
2010-10-28,9749,210746,139140,129391
2010-10-29,9749,210747,139141,129392
2010-10-30,9749,210748,139142,129393
2010-11-01,9751,210754,139146,129395
2010-11-02,9752,210776,139166,129414
2010-11-03,9754,210785,139169,129415
2010-11-04,9756,210817,139197,129441
2010-11-08,9759,210839,139214,129455
2010-11-09,9769,210968,139252,129483
2010-11-10,9773,211002,139271,129498
2010-11-11,9777,211013,139276,129499
2010-11-12,9777,211016,139279,129502
2010-11-14,9777,211019,139282,129505
2010-11-15,9778,211024,139286,129508
2010-11-16,9780,211036,139296,129516
2010-11-17,9780,211046,139306,129526
2010-11-18,9780,211050,139310,129530
2010-11-23,9784,211064,139319,129535
2010-11-24,9784,211067,139322,129538
2010-11-25,9784,211077,139332,129548
2010-11-26,9787,211096,139345,129558
2010-11-29,9787,211406,139655,129868
2010-11-30,9810,213668,139678,129868
2010-12-01,9817,213887,139685,129868
2010-12-03,9818,213895,139690,129872
2010-12-06,9824,213939,139727,129903
2010-12-07,9824,214009,139797,129973
2010-12-08,9826,214035,139821,129995
2010-12-09,9891,214853,139896,130005
2010-12-10,9891,214855,139898,130007
2010-12-14,9891,214856,139899,130008
2010-12-15,9892,214860,139900,130008
2010-12-16,9897,215120,140151,130254
2010-12-17,9902,215139,140160,130258
2010-12-18,9902,215140,140161,130259
2010-12-20,9902,215142,140163,130261
2010-12-21,9902,215143,140164,130262
2010-12-22,9902,215146,140167,130265
2010-12-24,9902,215148,140169,130267
2010-12-31,9902,215149,140170,130268
2011-01-04,9911,215301,140186,130275
2011-01-05,9911,215309,140194,130283
2011-01-06,9913,215349,140226,130313
2011-01-07,9921,215387,140241,130320
2011-01-10,9923,215408,140259,130336
2011-01-11,9923,215419,140270,130347
2011-01-12,9926,216078,140921,130995
2011-01-13,9926,216079,140922,130996
2011-01-17,9926,216090,140933,131007
2011-01-18,9926,216093,140936,131010
2011-01-19,9927,216100,140942,131015
2011-01-21,9927,216110,140952,131025
2011-01-24,9928,216118,140957,131029
2011-01-25,9939,216254,140973,131034
2011-01-26,9942,216276,140986,131044
2011-01-27,9944,216295,141003,131059
2011-01-28,9944,216300,141008,131064
2011-01-31,9944,216304,141012,131068
2011-02-01,9946,216324,141028,131082
2011-02-03,9950,216429,141034,131084
2011-02-04,9952,216458,141058,131106
2011-02-07,9968,216538,141091,131123
2011-02-08,9971,216585,141134,131163
2011-02-09,9973,216613,141158,131185
2011-02-10,9977,216637,141177,131200
2011-02-11,9977,216650,141190,131213
2011-02-14,9979,216909,141225,131246
2011-02-15,9994,217222,141247,131253
2011-02-16,9995,217225,141249,131254
2011-02-18,9996,217494,141251,131255
2011-02-28,10001,217549,141277,131276
2011-03-01,10022,217734,141347,131325
2011-03-02,10037,217820,141414,131377
2011-03-03,10040,217872,141453,131413
2011-03-04,10042,217882,141459,131417
2011-03-07,10042,217886,141463,131421
2011-03-08,10042,217907,141484,131442
2011-03-09,10042,217939,141516,131474
2011-03-10,10043,227603,151170,141127
2011-03-11,10043,236570,160137,150094
2011-03-12,10043,240274,163841,153798
2011-03-14,10049,240308,163859,153810
2011-03-15,10071,240403,163911,153840
2011-03-16,10073,240416,163921,153848
2011-03-17,10073,240421,163926,153853
2011-03-18,10078,240446,163938,153860
2011-03-21,10079,240470,163959,153880
2011-03-22,10086,240535,164017,153931
2011-03-23,10086,240553,164035,153949
2011-03-24,10089,240589,164067,153978
2011-03-25,10089,240617,164095,154006
2011-03-28,10089,240661,164139,154050
2011-03-29,10091,240718,164185,154094
2011-03-30,10091,240731,164198,154107
2011-03-31,10107,240839,164254,154147
2011-04-01,10113,240882,164279,154166
2011-04-04,10118,241034,164421,154303
2011-04-05,10130,241106,164465,154335
2011-04-06,10131,241118,164476,154345
2011-04-07,10137,241195,164489,154352
2011-04-08,10141,241273,164531,154390
2011-04-11,10151,241324,164553,154402
2011-04-12,10151,241340,164569,154418
2011-04-13,10156,241390,164605,154449
2011-04-14,10156,241393,164608,154452
2011-04-15,10156,241404,164619,154463
2011-04-18,10156,241405,164620,154464
2011-04-19,10157,241432,164646,154489
2011-04-20,10157,241446,164660,154503
2011-04-21,10157,241455,164669,154512
2011-04-22,10158,241463,164676,154518
2011-04-26,10163,241487,164688,154525
2011-04-27,10173,241569,164741,154568
2011-04-28,10175,241582,164752,154577
2011-04-29,10175,241587,164757,154582
2011-05-02,10176,241599,164766,154590
2011-05-03,10179,241617,164781,154602
2011-05-04,10185,241783,164814,154629
2011-05-05,10193,241919,164849,154656
2011-05-06,10200,241950,164871,154671
2011-05-09,10203,241970,164888,154685
2011-05-10,10203,242018,164936,154733
2011-05-11,10203,242042,164960,154757
2011-05-12,10203,242056,164974,154771
2011-05-13,10209,242112,164983,154774
2011-05-16,10214,242177,165021,154807
2011-05-17,10242,242313,165067,154825
2011-05-18,10245,245860,168610,158365
2011-05-19,10250,246008,168723,158473
2011-05-20,10255,246051,168733,158478
2011-05-23,10297,246667,169307,159010
2011-05-24,10304,246861,169335,159031
2011-05-25,10311,247019,169439,159128
2011-05-26,10346,247211,169556,159210
2011-05-27,10354,247273,169590,159236
2011-05-30,10354,247304,169621,159267
2011-05-31,10365,247374,169666,159301
2011-06-01,10366,247396,169686,159320
2011-06-02,10368,247402,169690,159322
2011-06-03,10369,247414,169697,159328
2011-06-06,10370,247423,169704,159334
2011-06-07,10371,247590,169870,159499
2011-06-08,10371,247594,169874,159503
2011-06-09,10374,248024,169880,159506
2011-06-10,10377,248036,169889,159512
2011-06-13,10377,248047,169900,159523
2011-06-14,10379,248143,169992,159613
2011-06-15,10387,248180,170019,159632
2011-06-16,10402,248376,170050,159648
2011-06-17,10416,249211,170091,159675
2011-06-20,10422,249264,170129,159707
2011-06-21,10422,249286,170151,159729
2011-06-22,10424,249331,170194,159770
2011-06-23,10429,249650,170206,159777
2011-06-24,10435,249693,170235,159800
2011-06-27,10455,249802,170265,159810
2011-06-28,10458,249830,170287,159829
2011-06-30,10458,249833,170290,159832
2011-07-04,10458,249834,170291,159833
2011-07-06,10458,249836,170293,159835
2011-07-07,10458,249838,170295,159837
2011-07-08,10458,249849,170306,159848
2011-07-11,10464,249897,170347,159883
2011-07-12,10464,249901,170351,159887
2011-07-13,10465,249909,170358,159893
2011-07-14,10467,249941,170388,159921
2011-07-15,10469,249991,170436,159967
2011-07-18,10483,250112,170537,160054
2011-07-19,10484,250145,170569,160085
2011-07-20,10484,250413,170837,160353
2011-07-21,10486,250417,170839,160353
2011-07-22,10490,250432,170850,160360
2011-07-25,10492,250478,170894,160402
2011-07-26,10493,250501,170916,160423
2011-07-27,10498,250550,170929,160431
2011-07-28,10505,250664,171026,160521
2011-07-29,10505,250665,171027,160522
2011-08-01,10506,250766,171124,160618
2011-08-02,10512,250856,171162,160650
2011-08-03,10519,250923,171201,160682
2011-08-04,10530,251152,171221,160691
2011-08-05,10530,251172,171241,160711
2011-08-08,10550,251354,171282,160732
2011-08-09,10551,251395,171322,160771
2011-08-10,10562,251469,171369,160807
2011-08-11,10565,251488,171385,160820
2011-08-12,10566,251493,171389,160823
2011-08-15,10573,251536,171411,160838
2011-08-16,10574,251560,171434,160860
2011-08-17,10575,251583,171451,160876
2011-08-18,10581,251600,171462,160881
2011-08-19,10587,251621,171471,160884
2011-08-22,10587,251635,171485,160898
2011-08-23,10622,251846,171550,160928
2011-08-24,10634,251901,171593,160959
2011-08-25,10698,255319,171664,160966
2011-08-26,10719,255394,171718,160999
2011-08-30,10719,255396,171720,161001
2011-08-31,10731,255467,171772,161041
2011-09-01,10734,255591,171809,161075
2011-09-02,10734,255608,171826,161092
2011-09-05,10734,255613,171831,161097
2011-09-06,10736,255714,171927,161191
2011-09-07,10740,255742,171951,161211
2011-09-08,10740,255763,171972,161232
2011-09-09,10740,255765,171974,161234
2011-09-11,10740,255766,171975,161235
2011-09-12,10753,255817,172013,161260
2011-09-13,10760,255849,172037,161277
2011-09-14,10768,256823,172051,161283
2011-09-15,10774,256857,172076,161302
2011-09-16,10774,256876,172095,161321
2011-09-18,10775,256888,172102,161327
2011-09-19,10780,256927,172127,161347
2011-09-20,10785,256970,172162,161377
2011-09-21,10797,257204,172271,161474
2011-09-22,10800,257432,172345,161545
2011-09-23,10807,257461,172367,161560
2011-09-25,10807,257463,172369,161562
2011-09-26,10811,257498,172396,161585
2011-09-27,10811,257540,172438,161627
2011-09-28,10811,257559,172457,161646
2011-09-29,10811,257568,172466,161655
2011-09-30,10819,257777,172489,161670
2011-10-03,10819,257789,172501,161682
2011-10-04,10828,257830,172533,161705
2011-10-05,10832,257868,172563,161731
2011-10-06,10832,257874,172569,161737
2011-10-07,10837,257902,172591,161754
2011-10-10,10842,258035,172719,161877
2011-10-11,10843,258043,172726,161883
2011-10-12,10844,258065,172747,161903
2011-10-13,10845,258082,172763,161918
2011-10-14,10846,264593,179273,168427
2011-10-17,10849,264613,179287,168438
2011-10-18,10850,264654,179327,168477
2011-10-19,10868,264754,179393,168525
2011-10-20,10875,264820,179432,168557
2011-10-24,10878,264856,179465,168587
2011-10-25,10881,264899,179505,168624
2011-10-26,10885,264940,179542,168657
2011-10-27,10894,264979,179570,168676
2011-10-31,10910,265117,179643,168733
2011-11-01,10910,265140,179666,168756
2011-11-02,10911,265151,179676,168765
2011-11-03,10914,265188,179710,168796
2011-11-04,10917,265205,179723,168806
2011-11-07,10920,265232,179747,168827
2011-11-08,10926,266115,180623,169697
2011-11-09,10926,266142,180650,169724
2011-11-10,10938,266188,180684,169746
2011-11-11,10945,266214,180703,169758
2011-11-14,10945,266243,180732,169787
2011-11-15,10946,266265,180753,169807
2011-11-16,10947,266289,180776,169829
2011-11-17,10949,266306,180791,169842
2011-11-18,10951,266331,180813,169862
2011-11-21,10954,266349,180828,169874
2011-11-22,10955,266379,180856,169901
2011-11-23,10962,266534,180993,170031
2011-11-24,10971,266588,181038,170067
2011-11-25,10976,266631,181066,170090
2011-11-28,10985,266751,181114,170129
2011-11-29,10991,266793,181145,170154
2011-11-30,10991,266846,181198,170207
2011-12-01,10991,266882,181234,170243
2011-12-02,10991,266900,181252,170261
2011-12-05,10993,266917,181267,170274
2011-12-07,10998,266946,181291,170293
2011-12-08,10999,266981,181296,170297
2011-12-09,11000,266999,181313,170313
2011-12-12,11001,267038,181351,170350
2011-12-13,11001,267045,181358,170357
2011-12-14,11002,267104,181416,170414
2011-12-15,11002,267314,181626,170624
2011-12-16,11002,267316,181628,170626
2011-12-19,11003,267332,181641,170638
2011-12-20,11003,267410,181719,170716
2012-01-03,11003,267419,181728,170725
2012-01-04,11009,267455,181748,170739
2012-01-06,11010,267460,181752,170742
2012-01-08,11013,267477,181766,170753
2012-01-09,11017,267500,181775,170758
2012-01-10,11017,267502,181777,170760
2012-01-11,11017,267507,181782,170765
2012-01-12,11020,267596,181805,170785
2012-01-13,11020,267614,181823,170803
2012-01-16,11024,267641,181846,170822
2012-01-17,11024,267644,181849,170825
2012-01-18,11026,267667,181868,170842
2012-01-19,11026,267670,181871,170845
2012-01-20,11029,267713,181876,170847
2012-01-23,11029,267725,181888,170859
2012-01-24,11029,267763,181926,170897
2012-01-25,11032,267803,181960,170928
2012-01-26,11033,267873,182029,170996
2012-01-27,11039,267944,182086,171047
2012-01-30,11044,267967,182102,171058
2012-01-31,11050,268010,182139,171089
2012-02-01,11051,268013,182141,171090
2012-02-02,11051,268021,182149,171098
2012-02-03,11056,268052,182173,171117
2012-02-06,11056,268079,182200,171144
2012-02-07,11056,268103,182224,171168
2012-02-08,11126,277166,182308,171182
2012-02-09,11127,277178,182318,171191
2012-02-10,11163,277295,182379,171216
2012-02-13,11171,277346,182420,171249
2012-02-14,11173,277367,182439,171266
2012-02-15,11179,277561,182471,171292
2012-02-16,11187,277664,182555,171368
2012-02-17,11187,277839,182730,171543
2012-02-20,11188,277841,182731,171543
2012-02-21,11188,277856,182746,171558
2012-02-22,11189,277881,182770,171581
2012-02-23,11198,277933,182806,171608
2012-02-24,11199,277941,182810,171611
2012-02-26,11199,277943,182812,171613
2012-02-27,11200,277971,182839,171639
2012-02-28,11203,278019,182869,171666
2012-02-29,11220,279230,183754,172534
2012-03-01,11225,279263,183776,172551
2012-03-02,11226,279272,183777,172551
2012-03-06,11230,279423,183816,172586
2012-03-07,11231,279471,183863,172632
2012-03-08,11234,279608,183995,172761
2012-03-09,11234,279631,184018,172784
2012-03-12,11234,279635,184022,172788
2012-03-13,11234,279644,184031,172797
2012-03-14,11235,279655,184041,172806
2012-03-15,11235,279657,184043,172808
2012-03-16,11236,279678,184063,172827
2012-03-18,11239,279773,184066,172827
2012-03-19,11239,279779,184072,172833
2012-03-20,11239,279783,184076,172837
2012-03-21,11240,279789,184081,172841
2012-03-22,11241,279824,184115,172874
2012-03-27,11242,279842,184132,172890
2012-03-28,11302,280062,184236,172934
2012-03-29,11305,280162,184328,173023
2012-03-30,11313,280231,184368,173055
2012-04-02,11313,280238,184375,173062
2012-04-03,11316,280257,184391,173075
2012-04-04,11318,280272,184404,173086
2012-04-05,11319,280276,184407,173088
2012-04-09,11321,280283,184412,173091
2012-04-10,11329,280321,184429,173100
2012-04-11,11343,280381,184450,173107
2012-04-12,11343,280382,184451,173108
2012-04-13,11343,280401,184470,173127
2012-04-16,11346,280461,184510,173164
2012-04-17,11346,280468,184517,173171
2012-04-18,11348,280499,184535,173187
2012-04-19,11348,280503,184539,173191
2012-04-20,11349,280514,184540,173191
2012-04-23,11356,280722,184555,173199
2012-04-24,11364,280819,184618,173254
2012-04-25,11390,280957,184668,173278
2012-04-26,11425,281138,184718,173293
2012-04-27,11429,281179,184754,173325
2012-04-30,11443,281257,184815,173372
2012-05-01,11445,281263,184819,173374
2012-05-02,11449,281291,184828,173379
2012-05-03,11500,281794,184892,173392
2012-05-04,11517,282371,184934,173417
2012-05-07,11517,282376,184939,173422
2012-05-08,11519,282427,184978,173459
2012-05-09,11523,282574,185120,173597
2012-05-10,11529,282607,185147,173618
2012-05-11,11529,282624,185164,173635
2012-05-14,11529,282628,185168,173639
2012-05-15,11545,282694,185197,173652
2012-05-16,11549,282727,185212,173663
2012-05-17,11557,282754,185231,173674
2012-05-18,11560,282771,185243,173683
2012-05-21,11560,282781,185253,173693
2012-05-22,11561,282792,185262,173701
2012-05-23,11563,282890,185274,173711
2012-05-24,11563,282896,185280,173717
2012-05-28,11567,283143,185301,173734
2012-05-29,11567,283155,185313,173746
2012-05-30,11569,283183,185339,173770
2012-05-31,11571,283192,185346,173775
2012-06-01,11571,283206,185360,173789
2012-06-04,11571,283207,185361,173790
2012-06-05,11572,283216,185365,173793
2012-06-06,11574,283269,185416,173842
2012-06-07,11576,283285,185430,173854
2012-06-08,11581,283321,185449,173868
2012-06-11,11581,283516,185644,174063
2012-06-12,11587,283533,185652,174065
2012-06-13,11597,283579,185662,174065
2012-06-14,11601,283614,185672,174071
2012-06-15,11677,285327,185752,174075
2012-06-18,11678,285340,185762,174084
2012-06-19,11679,285345,185766,174087
2012-06-20,11680,285351,185768,174088
2012-06-21,11681,285366,185782,174101
2012-06-22,11690,285428,185833,174143
2012-06-25,11704,285480,185855,174151
2012-06-26,11718,285546,185879,174161
2012-06-27,11743,285627,185906,174163
2012-06-28,11745,285633,185910,174165
2012-06-29,11747,285637,185912,174165
2012-07-02,11755,285675,185939,174184
2012-07-03,11762,285701,185956,174194
2012-07-04,11764,285720,185973,174209
2012-07-05,11771,285792,186011,174240
2012-07-06,11771,285812,186031,174260
2012-07-09,11825,286916,186200,174375
2012-07-10,11825,286923,186207,174382
2012-07-11,11834,288802,186229,174395
2012-07-12,11835,288815,186239,174404
2012-07-13,11837,288828,186247,174410
2012-07-16,11839,288842,186259,174420
2012-07-17,11840,288844,186260,174420
2012-07-18,11841,288853,186268,174427
2012-07-19,11843,288884,186295,174452
2012-07-20,11844,288985,186300,174456
2012-07-22,11844,288988,186303,174459
2012-07-23,11847,289060,186370,174523
2012-07-24,11863,289134,186409,174546
2012-07-25,11878,289242,186493,174615
2012-07-26,11916,289773,186557,174641
2012-07-27,11921,289788,186564,174643
2012-07-29,11921,289793,186569,174648
2012-07-30,11925,289824,186586,174661
2012-07-31,11936,289894,186632,174696
2012-08-01,11942,290559,186647,174705
2012-08-02,11949,290726,186690,174741
2012-08-03,11953,290764,186706,174753
2012-08-06,11961,291430,186774,174813
2012-08-07,11963,291446,186788,174825
2012-08-08,11963,291447,186789,174826
2012-08-09,11963,291494,186836,174873
2012-08-13,11963,291497,186839,174876
2012-08-14,11964,291562,186902,174938
2012-08-15,11974,292192,186946,174972
2012-08-16,11974,292200,186954,174980
2012-08-17,11979,292222,186967,174988
2012-08-20,11980,292314,187002,175022
2012-08-21,11983,292433,187011,175028
2012-08-22,11987,292470,187044,175057
2012-08-23,11987,292493,187067,175080
2012-08-24,11994,292523,187088,175094
2012-08-27,11994,292534,187099,175105
2012-08-28,11994,292541,187106,175112
2012-08-29,11999,292589,187136,175137
2012-08-30,11999,292592,187139,175140
2012-08-31,12006,293211,187170,175164
2012-09-02,12006,293215,187174,175168
2012-09-04,12006,293216,187175,175169
2012-09-05,12009,293228,187184,175175
2012-09-06,12010,293232,187187,175177
2012-09-07,12014,293265,187216,175202
2012-09-10,12015,293276,187226,175211
2012-09-11,12020,293301,187244,175224
2012-09-12,12020,293304,187247,175227
2012-09-13,12020,293306,187249,175229
2012-09-14,12022,293347,187276,175254
2012-09-17,12022,293348,187277,175255
2012-09-18,12029,293421,187336,175307
2012-09-19,12035,293454,187357,175322
2012-09-20,12036,293501,187401,175365
2012-09-21,12043,293553,187440,175397
2012-09-23,12043,293556,187443,175400
2012-09-24,12049,293595,187476,175427
2012-09-25,12050,293611,187491,175441
2012-09-26,12051,293665,187544,175493
2012-09-27,12055,293691,187564,175509
2012-09-28,12055,293699,187572,175517
2012-10-01,12055,293702,187575,175520
2012-10-02,12055,293711,187584,175529
2012-10-03,12056,293736,187607,175551
2012-10-04,12056,293746,187617,175561
2012-10-05,12058,293754,187621,175563
2012-10-07,12060,293763,187624,175564
2012-10-08,12060,293774,187635,175575
2012-10-09,12061,293796,187656,175595
2012-10-10,12061,296999,190859,178798
2012-10-11,12062,297007,190866,178804
2012-10-12,12062,297018,190877,178815
2012-10-15,12064,297051,190905,178841
2012-10-16,12068,297079,190914,178846
2012-10-17,12069,297105,190936,178867
2012-10-18,12069,297106,190937,178868
2012-10-19,12069,297112,190943,178874
2012-10-22,12069,297130,190961,178892
2012-10-23,12079,297210,191031,178952
2012-10-24,12080,297219,191039,178959
2012-10-25,12080,297269,191089,179009
2012-10-26,12080,297285,191105,179025
2012-10-29,12087,297366,191177,179090
2012-10-30,12088,297387,191195,179107
2012-10-31,12093,297415,191215,179122
2012-11-01,12093,297419,191219,179126
2012-11-02,12170,298163,191329,179159
2012-11-05,12170,298169,191335,179165
2012-11-06,12175,298196,191351,179176
2012-11-08,12175,298198,191353,179178
2012-11-09,12175,298199,191354,179179
2012-11-12,12176,298239,191362,179186
2012-11-13,12184,298338,191437,179253
2012-11-14,12184,298349,191448,179264
2012-11-15,12198,298410,191486,179288
2012-11-16,12201,298520,191572,179371
2012-11-19,12218,298633,191604,179386
2012-11-20,12236,298713,191660,179424
2012-11-21,12241,298806,191743,179502
2012-11-22,12250,298853,191776,179526
2012-11-23,12251,298868,191790,179539
2012-11-26,12251,298872,191794,179543
2012-11-27,12257,298932,191848,179591
2012-11-28,12258,298943,191858,179600
2012-11-29,12258,298957,191872,179614
2012-11-30,12364,300631,193328,180964
2012-12-03,12369,300675,193360,180991
2012-12-04,12373,301162,193843,181470
2012-12-05,12378,301196,193869,181491
2012-12-06,12387,301238,193893,181506
2012-12-10,12390,301275,193927,181537
2012-12-11,12390,301452,194104,181714
2012-12-12,12391,301519,194123,181732
2012-12-13,12398,301547,194132,181734
2012-12-14,12400,302395,194978,182578
2012-12-17,12407,302429,194999,182592
2012-12-18,12415,302493,195035,182620
2012-12-19,12425,302535,195059,182634
2012-12-20,12429,302565,195075,182646
2012-12-21,12430,302591,195091,182661
2012-12-24,12454,302686,195120,182666
2012-12-27,12454,302687,195121,182667
2013-01-02,12478,302799,195209,182731
2013-01-04,12478,302802,195212,182734
2013-01-07,12481,302816,195221,182740
2013-01-08,12487,302849,195244,182757
2013-01-09,12487,303130,195525,183038
2013-01-10,12488,303148,195542,183054
2013-01-11,12496,303205,195580,183084
2013-01-14,12497,303220,195585,183088
2013-01-15,12498,303246,195610,183112
2013-01-16,12500,303266,195626,183126
2013-01-17,12500,303271,195631,183131
2013-01-18,12502,303293,195651,183149
2013-01-20,12502,303294,195652,183150
2013-01-21,12502,303302,195660,183158
2013-01-22,12502,303313,195671,183169
2013-01-23,12502,303331,195689,183187
2013-01-24,12505,303371,195714,183209
2013-01-25,12506,303383,195724,183218
2013-01-28,12506,303394,195735,183229
2013-01-29,12506,303409,195750,183244
2013-01-30,12511,303464,195794,183283
2013-01-31,12511,303474,195804,183293
2013-02-01,12514,303513,195811,183297
2013-02-03,12514,303514,195812,183298
2013-02-04,12522,303559,195836,183314
2013-02-05,12524,303580,195855,183331
2013-02-06,12524,303594,195869,183345
2013-02-07,12524,303630,195905,183381
2013-02-08,12529,303663,195933,183404
2013-02-11,12538,303722,195968,183430
2013-02-12,12538,303739,195985,183447
2013-02-13,12543,303799,196040,183497
2013-02-14,12546,303868,196083,183537
2013-02-15,12547,303922,196101,183554
2013-02-17,12547,303923,196102,183555
2013-02-18,12549,303928,196105,183556
2013-02-19,12554,303964,196136,183582
2013-02-20,12559,305147,197299,184740
2013-02-21,12561,305163,197313,184752
2013-02-22,12569,305220,197346,184777
2013-02-25,12582,305529,197403,184821
2013-02-26,12588,305557,197417,184829
2013-02-27,12588,305567,197427,184839
2013-02-28,12596,305604,197456,184860
2013-03-01,12599,305612,197461,184862
2013-03-04,12602,305646,197467,184865
2013-03-05,12604,305682,197501,184897
2013-03-06,12604,305716,197535,184931
2013-03-07,12622,305783,197573,184951
2013-03-08,12624,305793,197580,184956
2013-03-11,12634,306159,197610,184976
2013-03-12,12639,306201,197645,185006
2013-03-13,12645,306233,197671,185026
2013-03-14,12652,306249,197680,185028
2013-03-15,12652,306250,197681,185029
2013-03-18,12653,306260,197689,185036
2013-03-19,12653,306261,197690,185037
2013-03-21,12655,306269,197696,185041
2013-03-22,12655,306287,197714,185059
2013-03-25,12655,306298,197725,185070
2013-03-26,12668,306395,197766,185098
2013-03-27,12675,306985,198345,185670
2013-03-28,12675,306991,198351,185676
2013-04-02,12676,307002,198361,185685
2013-04-03,12700,307501,198473,185773
2013-04-04,12701,307610,198581,185880
2013-04-05,12710,307654,198616,185906
2013-04-08,12712,307660,198620,185908
2013-04-10,12713,307668,198627,185914
2013-04-11,12713,307677,198636,185923
2013-04-12,12713,307678,198637,185924
2013-04-15,12713,307680,198639,185926
2013-04-17,12713,307693,198652,185939
2013-04-19,12716,307700,198655,185939
2013-04-22,12722,307729,198677,185955
2013-04-23,12726,307761,198703,185977
2013-04-24,12796,307989,198861,186065
2013-04-25,12799,308030,198899,186100
2013-04-26,12800,308079,198946,186146
2013-04-29,12810,308166,198967,186157
2013-04-30,12817,308560,199350,186533
2013-05-01,12818,308564,199353,186535
2013-05-02,12825,308606,199388,186563
2013-05-03,12845,308687,199449,186604
2013-05-04,12846,308692,199453,186607
2013-05-06,12846,308701,199462,186616
2013-05-07,12850,308741,199490,186640
2013-05-08,12852,308840,199505,186653
2013-05-09,12864,309191,199751,186887
2013-05-10,12866,309206,199764,186898
2013-05-13,12870,309234,199787,186917
2013-05-14,12873,309284,199799,186926
2013-05-15,12880,309345,199828,186948
2013-05-16,12882,309362,199843,186961
2013-05-17,12899,309452,199912,187013
2013-05-20,12913,309637,199940,187027
2013-05-21,12921,309681,199970,187049
2013-05-22,12924,309695,199981,187057
2013-05-23,12926,309722,200006,187080
2013-05-24,12932,309760,200030,187098
2013-05-28,12934,309788,200056,187122
